County,Tract,BG,Block,HT,VA,E,R,S,lat,lon
39059,39059977200,390599772003,390599772003107,1,1,1,1,2,40.073441956941686,-81.71981950883043
39059,39059977200,390599772003,390599772003107,1,1,1,1,2,40.067464759840426,-81.70505823382227
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.0739234460416,-81.69983190113041
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.07222723196887,-81.69094796200032
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06660021818751,-81.71714536487777
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.065030449019325,-81.70176540100252
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.071632554747076,-81.70846970929792
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.07352225814175,-81.71957540141344
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.063077794718126,-81.70420466891828
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06929843463318,-81.72023462014339
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06853765918728,-81.70013989800879
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06404271360865,-81.70006006298789
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.07595571238464,-81.68839861354529
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.064245446524026,-81.70971256575484
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.072442712610986,-81.70069241267385
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.074036031512684,-81.71336815215977
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06155630760376,-81.68773319063071
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.076050110114195,-81.69290006904583
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.062335708287655,-81.68778978656599
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06291624892358,-81.7133877748679
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.07757321281346,-81.70230901465926
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.07015981722787,-81.70189330561443
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06431021296297,-81.71571220030944
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06684112905486,-81.7074921316151
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.078093514382495,-81.69023212288229
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.06885317472263,-81.69084043579409
39059,39059977200,390599772003,390599772003107,1,2,1,1,1,40.07453268130183,-81.70417877539846
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06480793631289,-81.69136809473267
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06343465510942,-81.71149564532924
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.0703921352395,-81.68679254046532
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06752294680559,-81.71448047418421
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06711110985099,-81.6902681057307
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07327223071072,-81.7026103522098
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06050897740971,-81.68515403120232
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07044905111112,-81.69054880251804
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06599501197395,-81.71201318927335
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.070559652792454,-81.70688763404881
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.0669170744758,-81.70961541073028
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06422217079428,-81.71680981676883
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07681506603203,-81.71254213143986
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06440749545215,-81.70443636969596
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.062888541809684,-81.6952474676495
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07127282644497,-81.71861580051433
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06286478035188,-81.71958642347657
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07631896113775,-81.6997335479828
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07049264180986,-81.71510614077314
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.064966822612604,-81.71770184862311
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06604462755505,-81.71329899653446
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06223834588859,-81.68867207447659
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07788823825052,-81.69975586971015
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.075317902553614,-81.69287298597739
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.070139693715205,-81.70751547843182
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.06501239949757,-81.70058352265237
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07074842526452,-81.71532854709774
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07430970930674,-81.71031684671507
39059,39059977200,390599772003,390599772003107,1,2,1,1,2,40.07076760927195,-81.70192917266212
39059,39059977200,390599772003,390599772003107,1,2,1,8,1,40.06326002613019,-81.70510041503283
39059,39059977200,390599772003,390599772003107,1,2,1,8,1,40.07668510270581,-81.7109383919639
39059,39059977200,390599772003,390599772003112,1,2,1,1,1,40.07223974431796,-81.6530613108647
39059,39059977200,390599772003,390599772003112,1,2,1,1,1,40.07253332036536,-81.6453148112437
39059,39059977200,390599772003,390599772003112,1,2,1,1,1,40.075245698232074,-81.64349498598277
39059,39059977200,390599772003,390599772003112,1,2,1,1,2,40.07273517483979,-81.63739854960774
39059,39059977200,390599772003,390599772003112,1,2,1,1,2,40.06941577084891,-81.64151611248138
39059,39059977200,390599772003,390599772003112,1,2,1,1,2,40.07004228805465,-81.65314216736643
39059,39059977200,390599772003,390599772003112,1,2,1,1,2,40.06817132515306,-81.63968427006967
39059,39059977200,390599772003,390599772003112,1,2,1,1,2,40.07361195793321,-81.63871105554573
39059,39059977200,390599772003,390599772003115,1,1,1,1,1,40.055695126882206,-81.66675295893874
39059,39059977200,390599772003,390599772003115,1,1,1,1,1,40.05320603800515,-81.66667470771746
39059,39059977200,390599772003,390599772003115,1,1,1,1,1,40.053028230437484,-81.66680733858055
39059,39059977200,390599772003,390599772003115,1,1,1,1,1,40.056582776201154,-81.66768553037433
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05438322361313,-81.66950804240376
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05535328582578,-81.66696875920866
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05360923984846,-81.6692009905624
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05294019776962,-81.66858150880151
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05673824532943,-81.66552858956396
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05287397845553,-81.66831434020563
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.052700769496575,-81.6635559588259
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05473693749916,-81.66701811615611
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05331251596413,-81.66611906110829
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05266455782624,-81.66829986086563
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.055066169545505,-81.6668133572328
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05569547065003,-81.66644997409298
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05449425898337,-81.66711840871386
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05413256532378,-81.66624695586613
39059,39059977200,390599772003,390599772003115,1,1,1,1,2,40.05781824993376,-81.66575688597088
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.053867892287954,-81.66604818385352
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05503443521754,-81.66666325857913
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.052728476515135,-81.66374757605055
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.053479376522205,-81.66916339616442
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05529508394311,-81.66669393691977
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05497020440381,-81.66828657076393
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.0551571014859,-81.6679003663796
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05450171160505,-81.66739167249737
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05413074373011,-81.66643002521364
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05459525014278,-81.66834211333104
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.055856668045045,-81.66802321073537
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05333466119901,-81.66605115500708
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.055025891389256,-81.66523001261292
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.0528316015174,-81.66764803021371
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05397725946283,-81.66831922333205
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.05478525126096,-81.66659872059127
39059,39059977200,390599772003,390599772003115,1,2,1,1,1,40.056014816454415,-81.66728060207745
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05414924552832,-81.66474802534681
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.054654599913974,-81.66675343643999
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05781058664567,-81.66619912947726
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05312151466529,-81.66748252062152
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05654371470425,-81.66677012540549
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05364335589761,-81.66652152541572
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05444954797176,-81.6689082157931
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05466267080481,-81.66506621372815
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05678201475435,-81.66551884331693
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05277453252345,-81.66366830518943
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05314523699146,-81.6689721559228
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05754736568666,-81.66689093621288
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.052393559663834,-81.6638972364063
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05330394679256,-81.6666953421462
39059,39059977200,390599772003,390599772003115,1,2,1,1,2,40.05761605761912,-81.66525185225852
39059,39059977200,390599772003,390599772003116,1,1,1,1,1,40.057754358302155,-81.64638665835393
39059,39059977200,390599772003,390599772003116,1,1,1,1,1,40.05124936085635,-81.64892641481264
39059,39059977200,390599772003,390599772003116,1,1,1,1,1,40.05644926196196,-81.6518850395525
39059,39059977200,390599772003,390599772003116,1,1,1,1,1,40.05988211227718,-81.65341754151615
39059,39059977200,390599772003,390599772003116,1,1,1,1,1,40.05932529424694,-81.64790193377343
39059,39059977200,390599772003,390599772003116,1,1,1,1,1,40.048986829596345,-81.63551109375118
39059,39059977200,390599772003,390599772003116,1,1,1,1,1,40.0566067689455,-81.65558349934514
39059,39059977200,390599772003,390599772003116,1,1,1,1,1,40.05497100065275,-81.63465011269537
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.05668199691066,-81.66458667873883
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.0526825850172,-81.63129149517928
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.05424620145942,-81.64463865765408
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.052124528292964,-81.63356669400972
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.057173074827446,-81.66456774565293
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.06003906939872,-81.63933884868118
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.05155625179699,-81.64404550579755
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.054054681060755,-81.66389267391997
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.05069871061861,-81.63607661111024
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.04731102534809,-81.63365536578304
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.05762531833291,-81.64927038572544
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.06366431516068,-81.64287696553052
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.05176413608283,-81.65047462475015
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.05140686057277,-81.64886488298258
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.05787475235711,-81.66002441971268
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.052957189878235,-81.65344580648475
39059,39059977200,390599772003,390599772003116,1,1,1,1,2,40.055852213265396,-81.65851931664255
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05638660924491,-81.65784427206225
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.06284018583408,-81.63862037867591
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.04906931407157,-81.63782822852556
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.051813888405974,-81.638520099381
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.062486757627795,-81.63999355540962
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.0549875899363,-81.63716100194637
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05347179354208,-81.63630401471177
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.060856400423866,-81.65653672519777
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.06093411997471,-81.6553642482626
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05489823598151,-81.64545287962072
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.049974794787644,-81.64551725651273
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05228527390053,-81.66293686646848
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05157057332852,-81.661701572182
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05350479004309,-81.64686292711585
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05589822372879,-81.64026053150177
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.061501522726964,-81.64142158664772
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05171729809397,-81.65891114055464
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.048126866591666,-81.63224600567933
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05076621408665,-81.64274671944855
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05189561194649,-81.63941531617267
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05504512285047,-81.66268503475864
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.051417011419254,-81.65027942766727
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.06324352400404,-81.6386704563379
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05622612609366,-81.65418596291055
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.061323944859005,-81.64449440596975
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05596074428717,-81.64171336845133
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.0539306210138,-81.65096278677954
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.063189744790286,-81.64814624500445
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05985398515256,-81.65022774528677
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05788386900804,-81.65099544934716
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.06082165787886,-81.6467538597841
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05851932733412,-81.65221442329194
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.057413105506136,-81.6646247506042
39059,39059977200,390599772003,390599772003116,1,2,1,1,1,40.05641148829783,-81.66240994030002
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.060979565269555,-81.63810210990776
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05613300002385,-81.64377129627805
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.06194899475357,-81.65227199354634
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05693744598648,-81.6436646905879
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.06042200017111,-81.65740916448411
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05969874346454,-81.66087193275176
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.04887811355117,-81.64277155093649
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05445967983039,-81.64144922875218
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05153164232467,-81.64078798861685
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.0584890157415,-81.64633326107618
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05059265010184,-81.63802585858659
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05096168782126,-81.63826931017505
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.04946886235486,-81.64182855687095
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.06452237183943,-81.65432358520567
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.06001045214827,-81.64327958093803
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.060774350344765,-81.66203122409406
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.06035190049771,-81.64758373883079
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05737662559538,-81.64473762012003
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.053110354722094,-81.63856112751263
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.0573757196398,-81.66489094878423
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05402357147229,-81.658633080612
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.049446305524725,-81.63824451307431
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.055372478224676,-81.63291521409415
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05320413975863,-81.63989848997592
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.051318352337375,-81.64312724894516
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.054459475241124,-81.65332386362213
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.06424668808802,-81.63849398335405
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05753437606036,-81.65818710904121
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.06375730436519,-81.63861557725038
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05780078459285,-81.65939529754752
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.060948481604754,-81.65498307748862
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05781182522426,-81.65475861722886
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05844654198448,-81.63502182215461
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.061163770157606,-81.64619197237973
39059,39059977200,390599772003,390599772003116,1,2,1,1,2,40.05859745878618,-81.65589625286104
39059,39059977200,390599772003,390599772003117,1,1,1,1,2,40.062899256764666,-81.65634955745757
39059,39059977200,390599772003,390599772003117,1,2,1,1,1,40.06490962043027,-81.6589791467626
39059,39059977200,390599772003,390599772003117,1,2,1,1,2,40.06210982324055,-81.66189359602865
39059,39059977200,390599772003,390599772003117,1,2,1,1,2,40.06281269764995,-81.65800017167568
39059,39059977200,390599772003,390599772003119,1,1,1,1,2,40.05178777961761,-81.65393210017434
39059,39059977200,390599772003,390599772003119,1,2,1,1,1,40.05177883011118,-81.6545673835147
39059,39059977200,390599772003,390599772003119,1,2,1,1,1,40.053049504262795,-81.65443529058471
39059,39059977200,390599772003,390599772003119,1,2,1,1,1,40.05324632403555,-81.65556113330297
39059,39059977200,390599772003,390599772003119,1,2,1,1,1,40.05235164568262,-81.65547189586088
39059,39059977200,390599772003,390599772003119,1,2,1,1,1,40.05328039243038,-81.65513102444267
39059,39059977200,390599772003,390599772003119,1,2,1,1,2,40.05402108052819,-81.65589732247034
39059,39059977200,390599772003,390599772003119,1,2,1,1,2,40.05406923341756,-81.65568680560456
39059,39059977200,390599772003,390599772003119,1,2,1,1,2,40.05201550000304,-81.65543937725708
39059,39059977200,390599772003,390599772003119,1,2,1,1,2,40.0519684914956,-81.65479915229108
39059,39059977200,390599772003,390599772003122,1,2,1,1,1,40.0769543232152,-81.71629992569316
39059,39059977200,390599772003,390599772003122,1,2,1,1,2,40.07572092293026,-81.71787941563122
39059,39059977200,390599772004,390599772004002,1,1,1,1,1,40.046516641680704,-81.63444348792676
39059,39059977200,390599772004,390599772004002,1,1,1,1,2,40.046947083742054,-81.63058346518064
39059,39059977200,390599772004,390599772004002,1,2,1,1,1,40.04689086517692,-81.63512048142455
39059,39059977200,390599772004,390599772004002,1,2,1,1,1,40.04694484475215,-81.63110678965907
39059,39059977200,390599772004,390599772004002,1,2,1,1,1,40.046933469960365,-81.63477705400636
39059,39059977200,390599772004,390599772004002,1,2,1,1,1,40.04668068110266,-81.63400660515275
39059,39059977200,390599772004,390599772004002,1,2,1,1,2,40.04707138838219,-81.63374490810884
39059,39059977200,390599772004,390599772004002,1,2,1,1,2,40.04672344681731,-81.63474695665494
39059,39059977200,390599772004,390599772004002,1,2,1,1,2,40.04711701695234,-81.63197321175498
39059,39059977200,390599772004,390599772004002,1,2,1,1,2,40.04720291237213,-81.63313801929696
39059,39059977200,390599772004,390599772004003,1,1,1,1,1,40.046884572485936,-81.63655991681019
39059,39059977200,390599772004,390599772004003,1,1,1,1,2,40.046904044345744,-81.63762902253748
39059,39059977200,390599772004,390599772004003,1,1,1,1,2,40.046168695657904,-81.63410735598741
39059,39059977200,390599772004,390599772004003,1,2,1,1,1,40.04614008956163,-81.63427316054683
39059,39059977200,390599772004,390599772004003,1,2,1,1,1,40.04732681232168,-81.63786842747909
39059,39059977200,390599772004,390599772004003,1,2,1,1,1,40.04733866614321,-81.6378542057017
39059,39059977200,390599772004,390599772004003,1,2,1,1,2,40.046509975820626,-81.63545651768234
39059,39059977200,390599772004,390599772004003,1,2,1,1,2,40.04640847440015,-81.63612098594307
39059,39059977200,390599772004,390599772004003,1,2,1,1,2,40.04750614965898,-81.63781307747395
39059,39059977200,390599772004,390599772004003,1,2,1,1,2,40.04746594175761,-81.6380078741278
39059,39059977200,390599772004,390599772004004,1,1,1,1,1,40.045294616056516,-81.65685435403323
39059,39059977200,390599772004,390599772004004,1,1,1,1,1,40.05100694249144,-81.66233291815246
39059,39059977200,390599772004,390599772004004,1,1,1,1,1,40.04818204229092,-81.64189708383704
39059,39059977200,390599772004,390599772004004,1,1,1,1,1,40.044436605371104,-81.63421123432364
39059,39059977200,390599772004,390599772004004,1,1,1,1,1,40.050433750738904,-81.65378523774982
39059,39059977200,390599772004,390599772004004,1,1,1,1,1,40.050894408303776,-81.65239001961791
